,Neighborhood,Price
5673,"Tufts University, Medford Hillside, Somerville","$2,400"
5674,"Oak Square, Brighton, Boston","$7,500"
5675,"Nonantum, Newton","$2,200"
5676,"Coolidge Corner, Brookline","$2,195"
5677,"Strawberry Hill, Cambridge","$2,785"
5678,"Bay Village, Boston","$3,900"
5679,"Strawberry Hill, Cambridge","$2,208"
5680,"Mystic River, Somerville","$2,380"
5681,"Blue Hills Reservation, Quincy","$2,270"
5682,"D Street - West Broadway, South Boston, Boston","$3,050"
5683,"Bank Square, Waltham","$2,775"
5684,"Bank Square, Waltham","$2,155"
5685,"Kendall Square, Cambridge","$4,086"
5686,"North End, Boston","$3,900"
5687,"Chinatown - Leather District, Boston","$1,975"
5688,"Bank Square, Waltham","$2,195"
5689,"Bank Square, Waltham","$2,735"
5690,"Kendall Square, Cambridge","$5,279"
5691,"Chinatown - Leather District, Boston","$3,560"
5692,"Chinatown - Leather District, Boston","$3,946"
5693,"Prudential - St. Botolph, Back Bay, Boston","$1,900"
5694,"Cambridgeport, Cambridge","$3,151"
5695,"Washington Square, Brookline","$3,400"
5696,"Lower Washington - Mount Hope, Roslindale, Boston","$2,250"
5697,"Back Bay West, Back Bay, Boston","$3,600"
5698,"Chinatown - Leather District, Boston","$2,625"
5699,"Strawberry Hill, Cambridge","$3,117"
5700,"Mid-Cambridge, Cambridge","$2,700"
5701,"Spring Hill, Somerville","$1,850"
5702,"West End, Boston","$2,655"
5703,"St. Elizabeth's, Brighton, Boston","$3,044"
5704,"Shawmut, South End, Boston","$2,961"
5705,"North Cambridge, Cambridge","$3,300"
5706,"Brook Farm, West Roxbury, Boston","$4,400"
5707,"South Braintree, Braintree Town","$2,690"
5708,"Commonwealth, Brighton, Boston","$1,925"
5709,"Allston Village, Allston, Boston","$4,100"
5710,"Waterfront, North End, Boston","$4,950"
5711,"Bank Square, Waltham","$2,155"
5712,"Kendall Square, Cambridge","$3,760"
5713,"St. Elizabeth's, Brighton, Boston","$3,044"
5714,"St. Elizabeth's, Brighton, Boston","$2,999"
5715,"St. Elizabeth's, Brighton, Boston","$2,610"
5716,"Downtown Boston, Boston","$2,955"
5717,Beverly,"$2,625"
5718,"Medford Street - The Neck, Charlestown, Boston","$2,358"
5719,"Washington Square, Brookline","$1,895"
5720,"Cambridgeport, Cambridge","$3,301"
5721,"North Cambridge, Cambridge","$3,000"
5722,"Commonwealth, Brighton, Boston","$2,700"
5723,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,900"
5724,"Seaport District, D Street - West Broadway, South Boston, Boston","$5,705"
5725,"South Braintree, Braintree Town","$1,820"
5726,"South Braintree, Braintree Town","$2,370"
5727,"North End, Boston","$3,475"
5728,"Lower Roxbury, Roxbury, Boston","$3,500"
5729,"Back Bay East, Back Bay, Boston","$3,250"
5730,"Oak Square, Brighton, Boston","$1,950"
5731,"Harrison Lenox, South End, Boston","$2,945"
5732,"AROD, Chelsea","$1,875"
5733,"Jamaica Hills - Pond, Jamaica Plain, Boston","$3,250"
5734,"Oak Square, Brighton, Boston","$1,950"
5735,"Downtown Boston, Boston","$4,650"
5736,"South Quincy, Quincy","$1,825"
5737,"Neighborhood Nine, Cambridge","$2,985"
5738,"Washington Square, Brookline","$1,830"
5739,"St. Elizabeth's, Brighton, Boston","$1,850"
5740,"Downtown Woburn, Woburn","$1,700"
5741,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,000"
5742,"Harrison Lenox, South End, Boston","$3,425"
5743,"Lower Roxbury, Roxbury, Boston","$3,895"
5744,"West Newton, Waltham","$2,150"
5745,"St. Elizabeth's, Brighton, Boston","$6,000"
5746,"Commonwealth, Brighton, Boston","$4,350"
5747,"Ten Hills, Somerville","$2,100"
5748,"Prudential - St. Botolph, Back Bay, Boston","$3,065"
5749,Swampscott,"$2,500"
5750,"Cambridge Highlands, Cambridge","$2,300"
5751,"Magoun Square, Somerville","$4,500"
5752,"Downtown Medford, Medford","$3,800"
5753,"D Street - West Broadway, South Boston, Boston","$4,390"
5754,"Metropolitan Hill - Beach Street, Roslindale, Boston","$2,600"
5755,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,982"
5756,"Oak Square, Brighton, Boston","$3,750"
5757,"D Street - West Broadway, South Boston, Boston","$2,950"
5758,"Spring Hill, Somerville","$1,800"
5759,Milton,"$4,500"
5760,"Central Maverick Square - Paris Street, East Boston, Boston","$2,345"
5761,"Spring Hill, Somerville","$1,800"
5762,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,835"
5763,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,662"
5764,"Chestnut Hill, Newton","$3,000"
5765,"North Allston, Allston, Boston","$2,650"
5766,"East Somerville, Somerville","$3,000"
5767,"Back Bay West, Back Bay, Boston","$3,600"
5768,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,550"
5769,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,950"
5770,"West End, Boston","$2,530"
5771,"Waterfront, North End, Boston","$2,600"
5772,"Coolidge Corner, Brookline","$2,580"
5773,"West End, Boston","$3,410"
5774,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,750"
5775,"Mission Hill, Boston","$4,000"
5776,"Mission Hill, Boston","$1,899"
5777,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,795"
5778,"West Somerville, Somerville","$2,700"
5779,"Commonwealth, Brighton, Boston","$2,995"
5780,"Cambridgeport, Cambridge","$3,431"
5781,"Shawmut, South End, Boston","$3,982"
5782,"Prudential - St. Botolph, Back Bay, Boston","$3,685"
5783,"Shawmut, South End, Boston","$4,000"
5784,"Seaport District, D Street - West Broadway, South Boston, Boston","$4,995"
5785,"Coolidge Corner, Brookline","$3,300"
5786,"Coolidge Corner, Brookline","$3,300"
5787,"Coolidge Corner, Brookline","$2,550"
5788,"West End, Boston","$3,015"
5789,"West End, Boston","$2,360"
5790,"North End, Boston","$3,050"
5791,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,250"
5792,"Malden Center, Malden","$1,600"
5793,"Downtown Boston, Boston","$3,500"
5794,"South Side, Waltham","$2,550"
5795,"South Side, Waltham","$3,185"
5796,"South Side, Waltham","$3,000"
5797,"Blue Hills Reservation, Quincy","$2,180"
5798,"St. Elizabeth's, Brighton, Boston","$2,800"
5799,"Allston, Boston","$2,750"
5800,"Beacon Hill, Boston","$2,300"
5801,"Cambridgeport, Cambridge","$3,423"
5802,"Cambridgeport, Cambridge","$3,246"
5803,"Cambridgeport, Cambridge","$3,973"
5804,"Prudential - St. Botolph, Back Bay, Boston","$4,350"
5805,"Downtown Boston, Boston","$2,955"
5806,"Chinatown - Leather District, Boston","$2,650"
5807,"Prudential - St. Botolph, Back Bay, Boston","$2,785"
5808,"Cambridgeport, Cambridge","$3,385"
5809,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,675"
5810,"Medical Center Area, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,915"
5811,"Malden Center, Malden","$2,740"
5812,"Strawberry Hill, Cambridge","$2,583"
5813,"Strawberry Hill, Cambridge","$3,000"
5814,"Strawberry Hill, Cambridge","$2,584"
5815,"Strawberry Hill, Cambridge","$2,208"
5816,"Back Bay West, Back Bay, Boston","$2,450"
5817,"North Cambridge, Cambridge","$3,674"
5818,"Cambridgeport, Cambridge","$3,049"
5819,"Faulkner, Maplewood, Malden","$2,095"
5820,"Cambridgeport, Cambridge","$3,301"
5821,"Commonwealth, Brighton, Boston","$1,800"
5822,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,600"
5823,"Bowdoin North - Mount Bowdoin, Dorchester, Boston","$2,650"
5824,"Blue Hills Reservation, Quincy","$1,731"
5825,"North End, Boston","$2,925"
5826,"St. Elizabeth's, Brighton, Boston","$3,600"
5827,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,400"
5828,"Cushing Square, Belmont","$1,800"
5829,"Mid-Cambridge, Cambridge","$3,000"
5830,"Washington Square, Brookline","$2,350"
5831,"Oak Square, Brighton, Boston","$2,150"
5832,"Cushing Square, Belmont","$1,800"
5833,"Commonwealth, Brighton, Boston","$3,000"
5834,"Kendall Square, Cambridge","$3,760"
5835,"Kendall Square, Cambridge","$5,279"
5836,"Kendall Square, Cambridge","$3,722"
5837,"Kendall Square, Cambridge","$3,327"
5838,"St. Elizabeth's, Brighton, Boston","$3,550"
5839,"Brookline Village, Brookline","$3,500"
5840,"St. Elizabeth's, Brighton, Boston","$3,600"
5841,"Kendall Square, Cambridge","$2,923"
5842,"Prudential - St. Botolph, Back Bay, Boston","$2,300"
5843,"Cambridge Highlands, Cambridge","$2,880"
5844,"Sav-Mor, Roxbury, Boston","$2,250"
5845,"Downtown Boston, Boston","$11,890"
5846,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,825"
5847,"Prudential - St. Botolph, Back Bay, Boston","$8,655"
5848,Milton,"$13,000"
5849,"Malden Center, Malden","$1,950"
5850,"Coolidge Corner, Boston","$2,395"
5851,"Bay Village, Boston","$3,825"
5852,"Strawberry Hill, Cambridge","$2,968"
5853,"Coolidge Corner, Brookline","$2,195"
5854,"North End, Boston","$2,200"
5855,"Cambridgeport, Cambridge","$3,650"
5856,"North Cambridge, Cambridge","$3,200"
5857,"Watertown West End, Watertown","$4,750"
5858,"Cambridgeport, Cambridge","$3,964"
5859,"Washington Park, Roxbury, Boston","$2,995"
5860,"East Watertown, Belmont","$2,400"
5861,"Strawberry Hill, Cambridge","$3,200"
5862,"Lower Washington - Mount Hope, Roslindale, Boston","$2,195"
5863,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,975"
5864,"Winter Hill, Somerville","$3,400"
5865,"Linden, Maplewood, Malden","$1,600"
5866,"Medford Hillside, Medford","$2,100"
5867,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,002"
5868,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,982"
5869,"North End, Boston","$3,100"
5870,"Washington Square, Brookline","$2,575"
5871,"Commonwealth, Brighton, Boston","$3,000"
5872,"Kendall Square, Cambridge","$3,875"
5873,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,450"
5874,"West End, Boston","$4,530"
5875,"Neighborhood Nine, Cambridge","$2,120"
5876,"Strawberry Hill, Cambridge","$2,013"
5877,"St. Elizabeth's, Brighton, Boston","$2,150"
5878,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,100"
5879,"Neighborhood Nine, Cambridge","$2,430"
5880,"Wollaston, Quincy","$1,650"
5881,"Brookline Village, Brookline","$4,400"
5882,"D Street - West Broadway, South Boston, Boston","$2,950"
5883,"D Street - West Broadway, South Boston, Boston","$3,130"
5884,"Downtown Boston, Boston","$3,380"
5885,"Brookline Village, Brookline","$4,100"
5886,"Spring Hill, Somerville","$1,700"
5887,"South Quincy, Quincy","$1,905"
5888,"South Quincy, Quincy","$2,280"
5889,"D Street - West Broadway, South Boston, Boston","$3,125"
5890,Milton,"$2,900"
5891,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,715"
5892,"Shawmut, South End, Boston","$5,890"
5893,"Cambridgeport, Cambridge","$3,431"
5894,"Waterfront, North End, Boston","$4,950"
5895,"D Street - West Broadway, South Boston, Boston","$2,975"
5896,"City Point, South Boston, Boston","$3,100"
5897,"Seaport District, D Street - West Broadway, South Boston, Boston","$5,524"
5898,"Seaport District, D Street - West Broadway, South Boston, Boston","$4,308"
5899,"Seaport District, D Street - West Broadway, South Boston, Boston","$4,308"
5900,"Neponset - Port Norfolk, Dorchester, Boston","$1,695"
5901,"Allston Village, Allston, Boston","$2,550"
5902,"Allston Village, Allston, Boston","$4,000"
5903,"Downtown Boston, Boston","$3,025"
5904,"Prudential - St. Botolph, Back Bay, Boston","$4,450"
5905,"Prudential - St. Botolph, Back Bay, Boston","$3,520"
5906,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,152"
5907,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,500"
5908,"South Medford, Medford","$2,100"
5909,"North Cambridge, Cambridge","$3,350"
5910,"South Medford, Medford","$2,400"
5911,"Island, Waltham","$2,100"
5912,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,715"
5913,"Faulkner, Maplewood, Malden","$2,854"
5914,"West End, Boston","$3,510"
5915,"Coolidge Corner, Brookline","$1,775"
5916,"Lower Roxbury, Roxbury, Boston","$2,800"
5917,"Washington Park, Roxbury, Boston","$2,500"
5918,"North Cambridge, Cambridge","$3,000"
5919,"Mid-Cambridge, Cambridge","$2,425"
5920,"Mid-Cambridge, Cambridge","$3,355"
5921,Wellesley,"$2,750"
5922,"Commonwealth, Brighton, Boston","$2,235"
5923,"Chinatown - Leather District, Boston","$3,500"
5924,"Riverside, Cambridge","$7,850"
5925,"Beachmont, Revere","$1,500"
5926,"North End, Boston","$2,200"
5927,"Cambridgeport, Cambridge","$3,549"
5928,"Back Bay West, Back Bay, Boston","$5,000"
5929,"St. Elizabeth's, Brighton, Boston","$2,750"
5930,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,450"
5931,"Newton Corner, Watertown","$3,090"
5932,"West End, Boston","$4,285"
5933,Westwood,"$1,895"
5934,"North End, Boston","$3,795"
5935,"Coolidge Corner, Brookline","$2,550"
5936,"Coolidge Corner, Brookline","$3,475"
5937,"Coolidge Corner, Brookline","$3,500"
5938,"Coolidge Corner, Brookline","$3,500"
5939,"Blue Hills Reservation, Quincy","$2,120"
5940,Milton,"$13,000"
5941,"North End, Boston","$2,700"
5942,"Washington Square, Brookline","$2,350"
5943,"Coolidge Corner, Brookline","$2,800"
5944,"Meeting House Hill, Dorchester, Boston","$2,200"
5945,"Malden Center, Malden","$2,245"
5946,"Coolidge Corner, Brookline","$2,800"
5947,"Oak Square, Brighton, Boston","$2,700"
5948,North Andover,"$9,200"
5949,"West End, Boston","$2,715"
5950,"Kendall Square, Cambridge","$3,875"
5951,"North End, Boston","$1,900"
5952,"Chinatown - Leather District, Boston","$2,025"
5953,"Bank Square, Waltham","$2,755"
5954,"Shawmut, South End, Boston","$4,250"
5955,"Medical Center Area, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,850"
5956,"Medical Center Area, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,915"
5957,"Coolidge Corner, Brookline","$2,800"
5958,"Back Bay West, Back Bay, Boston","$2,750"
5959,"South Braintree, Braintree Town","$2,350"
5960,"East Somerville, Boston","$2,300"
5961,"Shawmut, South End, Boston","$4,000"
5962,"Mid-Cambridge, Cambridge","$2,490"
5963,"Mission Hill, Boston","$2,500"
5964,"Harrison Lenox, South End, Boston","$2,925"
5965,"D Street - West Broadway, South Boston, Boston","$2,700"
5966,"Commonwealth, Brighton, Boston","$2,195"
5967,"Bank Square, Waltham","$2,735"
5968,"Kendall Square, Cambridge","$5,279"
5969,"St. Elizabeth's, Brighton, Boston","$3,000"
5970,"Brookline Village, Brookline","$3,500"
5971,North Andover,"$2,250"
5972,"Chinatown - Leather District, Boston","$3,946"
5973,"Chinatown - Leather District, Boston","$3,220"
5974,"Chinatown - Leather District, Boston","$3,255"
5975,"Chinatown - Leather District, Boston","$3,497"
5976,"Coolidge Corner, Brookline","$2,250"
5977,"Kendall Square, Cambridge","$3,327"
5978,"Waterfront, North End, Boston","$3,695"
5979,"South Quincy, Quincy","$1,905"
5980,"South Quincy, Quincy","$1,825"
5981,"Neighborhood Nine, Cambridge","$2,120"
5982,"Neighborhood Nine, Cambridge","$2,370"
5983,"Back Bay East, Back Bay, Boston","$4,700"
5984,"Coolidge Corner, Brookline","$2,200"
5985,"Neighborhood Nine, Cambridge","$3,225"
5986,"Allston Village, Allston, Boston","$2,650"
5987,"Harvard Square, Cambridge","$2,150"
5988,Stoughton,"$2,200"
5989,"Cambridgeport, Cambridge","$4,768"
5990,"Allston Village, Allston, Boston","$2,100"
5991,"D Street - West Broadway, South Boston, Boston","$2,975"
5992,"Mid-Cambridge, Cambridge","$2,650"
5993,"Brattle, Arlington","$2,825"
5994,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,700"
5995,"Columbus, South End, Boston","$2,100"
5996,"Medford Street - The Neck, Charlestown, Boston","$2,555"
5997,"Washington Square, Brookline","$1,950"
5998,"Chestnut Hill, Newton","$5,500"
5999,"Chestnut Hill, Newton","$5,800"
6000,"Downtown Lowell, Lowell","$1,970"
6001,"South Quincy, Quincy","$1,800"
6002,"Neighborhood Nine, Cambridge","$2,985"
6003,"North End, Boston","$2,900"
6004,"Washington Square, Brookline","$2,225"
6005,"Powder House, Somerville","$1,650"
6006,"Chinatown - Leather District, Boston","$2,700"
6007,"Strawberry Hill, Cambridge","$3,200"
6008,"Lower Roxbury, Roxbury, Boston","$3,000"
6009,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,000"
6010,"Crescent Beach, Revere","$2,225"
6011,"Maplewood Highlands, Maplewood, Malden","$1,900"
6012,"Downtown Boston, Boston","$7,210"
6013,"St. Elizabeth's, Brighton, Boston","$2,050"
6014,"Jamaica Hills - Pond, Jamaica Plain, Boston","$1,850"
6015,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,150"
6016,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,484"
6017,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,965"
6018,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,543"
6019,"North End, Boston","$1,700"
6020,"Waterfront, North End, Boston","$5,400"
6021,"North End, Boston","$3,790"
6022,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,685"
6023,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,685"
6024,"Allston, Boston","$4,750"
6025,"North Cambridge, Cambridge","$4,500"
6026,"North Cambridge, Cambridge","$4,500"
6027,"South Braintree, Braintree Town","$1,900"
6028,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,450"
6029,"Coolidge Corner, Brookline","$3,150"
6030,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,250"
6031,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,250"
6032,Needham,"$2,650"
6033,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$2,250"
6034,"D Street - West Broadway, South Boston, Boston","$3,699"
6035,"Downtown Boston, Boston","$3,800"
6036,"Prudential - St. Botolph, Back Bay, Boston","$4,292"
6037,"Oak Square, Brighton, Boston","$1,825"
6038,"Harvard Square, Cambridge","$3,640"
6039,Milton,"$13,000"
6040,"St. Elizabeth's, Brighton, Boston","$2,700"
6041,Norwood,"$2,500"
6042,"Downtown Boston, Boston","$4,100"
6043,"Harvard Square, Cambridge","$3,690"
6044,"Commonwealth, Brighton, Boston","$2,995"
6045,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,050"
6046,"North End, Boston","$2,350"
6047,"North End, Boston","$3,900"
6048,"Oak Square, Brighton, Boston","$1,825"
6049,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,425"
